id,source_string,original_EN,translated_FR,translated_ZH
DMS-366,en,"Fix something small that gets in your way. Sew on a button, clean a grimy keyboard.","Réparez quelque chose de petit qui vous gêne. Coudre un bouton, nettoyer un clavier crasseux.",修理一些妨碍你的小东西。缝上一个纽扣，清洁一个肮脏的键盘。
DMS-367,en,Listen to a podcast about something that interests you that you haven’t yet explored.,Écoutez un podcast sur un sujet qui vous intéresse et que vous n'avez pas encore exploré.,听一听关于你感兴趣的、你还没有探索过的东西的播客。
DMS-368,en,Take breaks. Set a timer if you have to so you don't forget.,Faites des pauses. Réglez un minuteur si nécessaire pour ne pas oublier.,注意休息。如果有必要，设置一个计时器，这样你就不会忘记。
DMS-369,en,"Take a moment and wash your face. You'll not only be clean, but it can refresh you and give you a little break.","Prenez un moment et lavez votre visage. Non seulement vous serez propre, mais cela peut vous rafraîchir et vous donner une petite pause.",花点时间，洗洗脸。你不仅会很干净，而且可以让你神清气爽，给你一个小小的休息。
DMS-370,en,"Good rest, simple exercise, and hydration. All will help elevate your basic daily wellness.","Un bon repos, un exercice simple et une bonne hydratation. Tous ces éléments contribueront à améliorer votre bien-être quotidien de base.",良好的休息，简单的运动，和补水。所有这些都将有助于提升你的基本日常健康状况。
DMS-371,en,"Indulge your creativity by drawing, painting, sculpting, etc, even if you don’t think you’re good at it.","Laissez-vous aller à votre créativité en dessinant, en peignant, en sculptant, etc., même si vous ne pensez pas être doué pour cela.",通过绘图、绘画、雕刻等方式，纵容自己的创造力，即使你认为自己不擅长。
DMS-372,en,Are you dancing with your life?,Est-ce que tu danses avec ta vie ?,你在用你的生命跳舞吗？
DMS-373,en,It's not just you. You're not alone.,Il n'y a pas que vous. Vous n'êtes pas seul.,不仅仅是你。你并不孤单。
DMS-374,en,How do you define 'taking care of yourself'? Create a new self-care practice today. Observe your comfort level when it comes to being good to yourself. Discomfort is a wise teacher. ~ Caroline Myss and Peter Occhiogrosso,"Comment définissez-vous l'expression ""prendre soin de soi"" ? Créez une nouvelle pratique de prise en charge de soi aujourd'hui. Observez votre niveau de confort lorsqu'il s'agit de prendre soin de vous. L'inconfort est un sage professeur. ~ Caroline Myss et Peter Occhiogrosso","你如何定义 ""照顾自己""？今天创造一个新的自我照顾的做法。观察你在善待自己方面的舒适程度。不舒服是一个明智的老师。~ Caroline Myss和Peter Occhiogrosso"
DMS-375,en,Don't use your phone in bed tonight.,N'utilisez pas votre téléphone au lit ce soir.,今晚不要在床上使用你的手机。
DMS-376,en,Schedule time for yourself. Put it on your calendar.,Prévoyez du temps pour vous. Inscrivez-le sur votre calendrier.,为自己安排时间。把它放在你的日历上。
DMS-377,en,It's okay to say no.,C'est normal de dire non.,"说 ""不 ""是可以的。"
DMS-378,en,"There's no person in the whole world like you, and I like you just the way you are. ~ Mr. Rogers","Dans le monde entier, il n'y a personne comme toi, et je t'aime comme tu es. ~ M. Rogers",世界上没有一个人像你一样，我喜欢你现在的样子。~ 罗杰斯先生
DMS-379,en,Check in with yourself a few times each day and take a moment to process your thoughts and emotions. Don’t let them build up.,Faites le point avec vous-même plusieurs fois par jour et prenez un moment pour traiter vos pensées et vos émotions. Ne les laissez pas s'accumuler.,每天检查自己几次，花点时间来处理你的想法和情绪。不要让它们堆积起来。
DMS-380,en,Look at something beautiful in nature. It can be a house plant or a picture of your favorite animal if you can't get outside.,Regardez quelque chose de beau dans la nature. Il peut s'agir d'une plante d'intérieur ou d'une photo de votre animal préféré si vous ne pouvez pas sortir.,看看自然界中美丽的东西。如果你不能到外面去，可以是家里的植物或你喜欢的动物的照片。
DMS-381,en,Remember to take care of yourself. You can’t pour from an empty cup.,N'oubliez pas de prendre soin de vous. Vous ne pouvez pas verser de l'eau d'une tasse vide.,记住要照顾好自己。你不能从一个空杯子里倒酒。
DMS-382,en,"If you commute, take a different route if you can.","Si vous faites la navette, prenez un autre itinéraire si vous le pouvez.",如果你通勤，如果可以的话，采取不同的路线。
DMS-383,en,"It might sound corny at first, but try listing just three things a day you're grateful for. You can do it in a cheap notebook and no one ever has to see it but you.","Cela peut sembler banal au premier abord, mais essayez d'énumérer chaque jour trois choses pour lesquelles vous êtes reconnaissant. Vous pouvez le faire dans un cahier bon marché et personne d'autre que vous n'aura à le voir.",一开始可能听起来很老套，但是试着每天只列出三件你感激的事情。你可以用一个便宜的笔记本来做，除了你自己，没有人需要看到它。
DMS-384,en,Always do your best. Your best will change from day to day.,Faites toujours de votre mieux. Votre meilleur change d'un jour à l'autre.,总是尽你最大的努力。你的最佳状态将从一天到一天发生变化。
DMS-385,en,Those who think they have not time for bodily exercise will sooner or later have to find time for illness. ~ Edward Stanley,Ceux qui pensent qu'ils n'ont pas le temps de faire de l'exercice corporel devront tôt ou tard trouver du temps pour la maladie. ~ Edward Stanley,那些认为自己没有时间进行身体锻炼的人，迟早都要找时间去生病。~ 爱德华-斯坦利
DMS-386,en,Ask for help if you need it.,Demandez de l'aide si vous en avez besoin.,如果你需要帮助，就请求帮助。
DMS-387,en,"Take a moment at the end of each day and list a few good things in your life. This can help refocus your emotions on all the positive things that happen each day, even when it doesn’t seem like it.","Prenez un moment à la fin de chaque journée et dressez une liste de quelques bonnes choses dans votre vie. Cela peut vous aider à recentrer vos émotions sur toutes les choses positives qui se produisent chaque jour, même lorsque cela ne semble pas être le cas.",在每天结束的时候花点时间，列出你生活中的几件好事。这可以帮助你把情绪重新集中在每天发生的所有积极的事情上，即使是在看起来并不像的时候。
DMS-388,en,"Doing work (volunteer or paid) that helps others, paid work that covers bills + a little more, & a respectful work environment may help work be sustainable & fulfilling.","Un travail (bénévole ou rémunéré) qui aide les autres, un travail rémunéré qui couvre les factures et un peu plus, et un environnement de travail respectueux peuvent contribuer à un travail durable et épanouissant.",做帮助他人的工作（志愿者或有偿），有偿工作可以支付账单和更多一点，以及一个受尊重的工作环境，可能有助于工作的可持续性和满足。
DMS-389,en,Taking care of yourself can start with something small! Maybe today you just need to lie down on the couch instead of on your bed for a change of scenery.,"Prendre soin de soi peut commencer par quelque chose de petit ! Peut-être qu'aujourd'hui, vous avez juste besoin de vous allonger sur le canapé plutôt que sur votre lit pour changer d'air.",照顾好自己可以从小事做起!也许今天你只需要躺在沙发上，而不是躺在床上，换个环境。
DMS-390,en,"Ask for help, even if it's with something small, when you need it.","Demandez de l'aide, même si c'est pour une petite chose, quand vous en avez besoin.",当你需要帮助时，即使是小事，也要寻求帮助。
DMS-391,en,Is your water glass empty? Go fill it and have a couple sips.,Votre verre d'eau est vide ? Allez le remplir et buvez quelques gorgées.,你的水杯空了吗？去装满它，喝上几口。
DMS-392,en,Take a quick nap if you can.,Faites une petite sieste si vous le pouvez.,如果可以的话，快速小憩一下。
DMS-393,en,"It's not selfish to love yourself, take care of yourself, and to make your happiness a priority. It's necessary. ~ Mandy Hale","Ce n'est pas égoïste de s'aimer, de prendre soin de soi et de faire de son bonheur une priorité. C'est nécessaire. ~ Mandy Hale",爱自己，照顾自己，并把自己的幸福作为优先事项，这并不自私。它是必要的。~ 曼迪-黑尔
DMS-394,en,Go get a drink of water. Stay hydrated!,Va boire un verre d'eau. Restez hydraté !,去喝杯水吧。保持水分充足!
DMS-395,en,It's okay to use a timer to remind yourself to take breaks.,Vous pouvez utiliser un minuteur pour vous rappeler de faire des pauses.,使用计时器来提醒自己休息是可以的。
DMS-396,en,Sometimes the best self care is doing that hard thing you've been putting off.,"Parfois, le meilleur soin de soi est de faire cette chose difficile que vous avez repoussée.",有时，最好的自我保健是做你一直在拖延的难事。
DMS-397,en,Look away from your screen for a bit. Allow your eyes and mind to rest.,Détournez un peu le regard de votre écran. Laissez vos yeux et votre esprit se reposer.,远离你的屏幕看一会儿。让你的眼睛和心灵得到休息。
DMS-398,en,Stop and stretch your body however you can.,Arrêtez-vous et étirez votre corps comme vous le pouvez.,停下来，尽可能地伸展你的身体。
DMS-399,en,Try a new tool for getting organized if your current ones aren't working.,Essayez un nouvel outil pour vous organiser si vos outils actuels ne fonctionnent pas.,如果你目前的工具不起作用，就试试新的工具来整理。
DMS-400,en,Change can be hard. Taking care of yourself is a change that's worth the work.,Le changement peut être difficile. Prendre soin de soi est un changement qui en vaut la peine.,改变可能是困难的。照顾好自己是一个值得努力的改变。
DMS-401,en,"Slow, imperfect progress is better than none at all.",Un progrès lent et imparfait vaut mieux que rien du tout.,缓慢的、不完美的进展总比没有好。
DMS-402,en,Take a break before you need it. It will make it easier to prevent burnout.,Faites une pause avant d'en avoir besoin. Il sera plus facile d'éviter l'épuisement professionnel.,在你需要之前休息一下。这将使你更容易防止倦怠。
DMS-403,en,Stuck? Ask for help. Talk to someone.,Vous êtes coincé ? Demandez de l'aide. Parlez à quelqu'un.,卡住了？寻求帮助。与人交谈。
DMS-404,en,"Love yourself first, and everything else falls in line. You really have to love yourself to get anything done in this world. ~ Lucille Ball","Aimez-vous d'abord, et tout le reste suivra. Il faut vraiment s'aimer soi-même pour arriver à quelque chose dans ce monde. ~ Lucille Ball",首先爱自己，其他的事情就会顺理成章。你真的必须爱自己，才能在这个世界上完成任何事情。~ 露西尔-鲍尔
DMS-405,en,Try an app for your phone and computer that reduces the blue light on your screens at night.,Essayez une application pour votre téléphone et votre ordinateur qui réduit la lumière bleue sur vos écrans la nuit.,试试为你的手机和电脑安装一个应用程序，在晚上减少屏幕上的蓝光。
DMS-406,en,Meditate for 10 minutes. Try a guided meditation if you have trouble staying focused.,Méditez pendant 10 minutes. Essayez une méditation guidée si vous avez du mal à rester concentré.,冥想10分钟。如果你很难保持专注，可以试试有指导的冥想。
DMS-407,en,Stretch.,Stretch.,伸展。
DMS-408,en,"Caring for myself is not self-indulgence, it is self-preservation, and that is an act of political warfare. ~ Audre Lorde","Prendre soin de moi n'est pas de la complaisance, c'est de l'auto-préservation, et c'est un acte de guerre politique. ~ Audre Lorde",关心自己不是自我放纵，而是自我保护，这是一种政治斗争的行为。~ 奥德雷-洛德
DMS-409,en,"Pause and think about your favorite book, song, poem, or piece of art.","Faites une pause et pensez à votre livre, chanson, poème ou œuvre d'art préféré.",暂停一下，想想你最喜欢的书、歌、诗或艺术作品。
DMS-410,en,"If you haven't already, turn on the nighttime mode on your devices a few hours before bed. Blue light disrupts your sleep.","Si vous ne l'avez pas encore fait, activez le mode nuit de vos appareils quelques heures avant de vous coucher. La lumière bleue perturbe votre sommeil.",如果你还没有，在睡前几小时打开设备的夜间模式。蓝光会扰乱你的睡眠。
DMS-411,en,Take a nice long shower or bath. Let the water loosen your muscles and your mind.,Prenez une longue douche ou un bain. Laissez l'eau détendre vos muscles et votre esprit.,洗个漂亮的长澡或泡澡。让水放松你的肌肉和你的头脑。
DMS-412,en,There are days I drop words of comfort on myself like falling leaves and remember that it is enough to be taken care of by my self. ~ Brian Andreas,Il y a des jours où je laisse tomber des mots de réconfort sur moi-même comme des feuilles qui tombent et je me rappelle qu'il suffit de prendre soin de soi. ~ Brian Andreas,有的时候，我把安慰的话语像落叶一样落在自己身上，并记住由自己照顾就足够了。~ 布莱恩-安德烈亚斯
DMS-413,en,Go set a reminder right now to take time for self care.,Mettez en place un rappel dès maintenant pour prendre le temps de prendre soin de vous.,现在就去设置一个提醒，花时间进行自我护理。
DMS-414,en,Your breathing is your greatest friend. Return to it in all your troubles and you will find comfort and guidance. ~ anonymous,Votre respiration est votre meilleure amie. Revenez-y dans tous vos problèmes et vous trouverez réconfort et conseils. ~ Anonyme,你的呼吸是你最大的朋友。在你所有的麻烦中回到它，你会找到安慰和指导。~匿名
DMS-415,en,I have come to believe that caring for myself is not self indulgent. Caring for myself is an act of survival. ~ Audre Lorde,J'en suis venue à croire que prendre soin de soi n'est pas de la complaisance. Prendre soin de moi est un acte de survie. ~ Audre Lorde,我已经开始相信，照顾自己并不是自我放纵。关心自己是一种生存的行为。~ 奥德雷-洛德
DMS-416,en,Check in with your emotions. How are you feeling?,Faites le point sur vos émotions. Comment vous sentez-vous ?,检查你的情绪。你的感觉如何？
DMS-417,en,Self-care means something different for everyone. Do the things that will help you feel better.,Prendre soin de soi signifie quelque chose de différent pour chacun. Faites les choses qui vous aideront à vous sentir mieux.,自我保健对每个人来说意味着不同的东西。做那些能帮助你感觉更好的事情。
DMS-418,en,Allow yourself to enjoy each happy moment in your life. ~ Steve Maraboli,Permettez-vous de profiter de chaque moment heureux de votre vie. ~ Steve Maraboli,让自己享受生活中的每一个幸福时刻。~ 史蒂夫-马拉博利
DMS-419,en,You don't have to watch the news today.,Tu n'as pas besoin de regarder les nouvelles aujourd'hui.,你不需要看今天的新闻。
DMS-420,en,Pick your clothes up off the floor and put them in the hamper.,Ramassez vos vêtements sur le sol et mettez-les dans le panier à linge.,把你的衣服从地上捡起来，放到篮子里。
DMS-421,en,"Listen to the wind, the rain, the sound of a crackling fire. IRL if you can and with an app if you can't.","Écoutez le vent, la pluie, le son d'un feu crépitant. IRL si vous le pouvez et avec une application si vous ne le pouvez pas.",聆听风声、雨声、噼里啪啦的火声。如果你可以的话，就在现场，如果你不能的话，就用一个应用程序。
DMS-422,en,"Before you start your day, take a few moments to outline the 3 most important things you need to do.","Avant de commencer votre journée, prenez quelques instants pour définir les 3 choses les plus importantes que vous devez faire.",在你开始一天的工作之前，花点时间概述一下你需要做的3件最重要的事情。
DMS-423,en,"Cleaning your space is self care, too.","Nettoyer son espace, c'est aussi prendre soin de soi.",清洁你的空间也是一种自我护理。
DMS-424,en,It's that time again! Allow your shoulders to drop. Let your jaw loosen.,C'est encore le moment ! Laissez vos épaules tomber. Laissez votre mâchoire se détendre.,又到了这个时候!让你的肩膀放下。让你的下巴松开。
DMS-425,en,Everyone’s level of socialization may vary but as social creatures it’s good for our hearts(literally & figuratively) to find & occasionally stretch our social skills.,"Le niveau de socialisation de chacun peut varier, mais en tant que créatures sociales, il est bon pour nos cœurs (au sens propre comme au sens figuré) de trouver et d'élargir occasionnellement nos compétences sociales.",每个人的社交水平可能不同，但作为社会的生物，找到并偶尔伸展我们的社交技能对我们的心是有好处的（字面意思和形象意思）。
DMS-426,en,Would you make someone else work as hard as you are working right now? Be kind to yourself.,Feriez-vous travailler quelqu'un d'autre aussi dur que vous le faites en ce moment ? Soyez gentil avec vous-même.,你会让别人像你现在这样努力工作吗？对自己好一点。
DMS-427,en,"Remember, it's okay to turn off the news for a bit.",N'oubliez pas qu'il n'y a pas de mal à ne pas regarder les informations pendant un moment.,请记住，暂时关闭新闻是可以的。
DMS-428,en,Help is out there. Ask for it if you need it.,L'aide existe. Demandez-la si vous en avez besoin.,帮助就在那里。如果你需要的话，请向它求助。
DMS-429,en,Self care is not a waste of time. Self care makes your use of time more sustainable. ~ Jackie Viramontez,L'autosoin n'est pas une perte de temps. L'autosoin rend votre utilisation du temps plus durable. ~ Jackie Viramontez,自我照顾不是浪费时间。自我照顾使你对时间的利用更加持久。~ 杰基-维拉蒙特兹
DMS-430,en,Can you delegate anything to someone else?,Pouvez-vous déléguer quelque chose à quelqu'un d'autre ?,你能将任何事情委托给别人吗？
DMS-431,en,Boundaries can help you carve space in your life for self care. They're important.,Les limites peuvent vous aider à faire de la place dans votre vie pour prendre soin de vous. Elles sont importantes.,界限可以帮助你在生活中划出空间进行自我护理。它们很重要。
DMS-432,en,"Balance is like a gyroscope. It's not something to be achieved, but a constant evolution. Adjust as needed.","L'équilibre est comme un gyroscope. Ce n'est pas quelque chose à atteindre, mais une évolution constante. Ajustez-le si nécessaire.",平衡就像一个陀螺仪。它不是要实现的东西，而是一个不断的演变。根据需要进行调整。
DMS-433,en,You have permission to take a break.,Vous avez la permission de faire une pause.,你有权限休息一下。
DMS-434,en,"Life should be touched, not strangled. You've got to relax, let it happen at times, and at others move forward with it. ~ Ray Bradbury","La vie doit être touchée, pas étranglée. Il faut se détendre, laisser faire à certains moments, et à d'autres aller de l'avant avec elle. ~ Ray Bradbury",生命应该被触及，而不是被扼杀。你必须放松，有时让它发生，有时则与它一起向前走。~ 雷-布雷德伯里
DMS-435,en,Make a folder on your computer or an album on your phone and save images there that make you smile.,Créez un dossier sur votre ordinateur ou un album sur votre téléphone et enregistrez-y les images qui vous font sourire.,在电脑上建立一个文件夹或在手机上建立一个相册，把让你微笑的图片保存在那里。
DMS-436,en,Your breathing is your greatest friend. Return to it in all your troubles and you will find comfort and guidance. ~ Unknown,Votre respiration est votre meilleure amie. Revenez-y dans tous vos problèmes et vous trouverez réconfort et conseils. ~ Inconnu,你的呼吸是你最大的朋友。在你所有的麻烦中回到它，你会找到安慰和指导。~ 未知
DMS-437,en,Set an alarm so you remember to eat regular meals if you have a tendency to get caught up in work and forget.,Réglez une alarme pour vous rappeler de prendre des repas réguliers si vous avez tendance à être pris par le travail et à oublier.,如果你有陷入工作而忘记的倾向，就设置一个闹钟，这样你就会记得定期吃饭。
DMS-438,en,Learn about something new.,Apprenez quelque chose de nouveau.,了解新事物。
DMS-439,en,"Almost everything will work again if you unplug it for a few minutes, including you. ~ Anne Lamott","Presque tout fonctionnera à nouveau si vous le débranchez pendant quelques minutes, y compris vous. ~ Anne Lamott",如果你拔掉插头几分钟，几乎所有的东西都会重新工作，包括你。~ 安妮-拉莫特
DMS-440,en,Try to memorize one constellation you don’t already know and find it in the sky tonight.,Essayez de mémoriser une constellation que vous ne connaissez pas encore et trouvez-la dans le ciel ce soir.,试着记住一个你还不知道的星座，今晚在天空中找到它。
DMS-441,en,May you have joy and peace in the temple of your senses. ~ John O'Donohue,Puissiez-vous avoir la joie et la paix dans le temple de vos sens. ~ John O'Donohue,愿你在感官的殿堂里拥有快乐和平安。~ 约翰-奥多诺霍
DMS-442,en,Don’t skip sleep to get things done.,Ne sautez pas le sommeil pour accomplir vos tâches.,不要为了完成事情而不睡觉。
DMS-443,en,Establish boundaries and stick to them.,Fixez des limites et respectez-les.,建立界限并坚持下去。
DMS-444,en,"Create something for no practical purpose such as a song, a poem, an essay, a painting, a drawing, a comic strip, a collage, etc.","Créer quelque chose sans but pratique, comme une chanson, un poème, un essai, une peinture, un dessin, une bande dessinée, un collage, etc.",创作一些没有实际用途的东西，如一首歌、一首诗、一篇散文、一幅画、一幅画、一幅连环画、一幅拼贴画等。
DMS-445,en,Journaling doesn't have to be about beautiful things. Sometimes it's about the stressful stuff too: https://socialwork.buffalo.edu/content/dam/socialwork/home/self-care-kit/exercises/stress-journaling.pdf,"La rédaction d'un journal n'est pas forcément liée à de belles choses. Parfois, il s'agit aussi de choses stressantes : https://socialwork.buffalo.edu/content/dam/socialwork/home/self-care-kit/exercises/stress-journaling.pdf",写日记不一定要写美好的东西。有时它也是关于紧张的事情: https://socialwork.buffalo.edu/content/dam/socialwork/home/self-care-kit/exercises/stress-journaling.pdf
DMS-446,en,Sometimes taking care of the hard things is self care. Get them done and you'll free yourself of that stress.,"Parfois, prendre soin des choses difficiles, c'est prendre soin de soi. Faites-les et vous vous libérerez de ce stress.",有时，照顾困难的事情就是自我照顾。把它们做好，你就能把自己从这种压力中解放出来。
DMS-447,en,"When things are hectic, it's okay to say no or tell someone to ask you again later.","Lorsque les choses sont mouvementées, il est normal de dire non ou de dire à quelqu'un de vous redemander plus tard.","当事情很忙的时候，说 ""不 ""或告诉别人以后再问你也没关系。"
DMS-448,en,"If you are feeling out of sorts, try a grounding exercise. There are some suggestions here: http://www.drcordes.com/blog/2014/11/24/easy-grounding-exercises-to-calm-the-nervous-system","Si vous ne vous sentez pas bien, essayez un exercice d'ancrage. Vous trouverez quelques suggestions ici : http://www.drcordes.com/blog/2014/11/24/easy-grounding-exercises-to-calm-the-nervous-system",如果你觉得不对劲，可以尝试接地气的练习。这里有一些建议：http://www.drcordes.com/blog/2014/11/24/easy-grounding-exercises-to-calm-the-nervous-system
DMS-449,en,Now is a good time to let those shoulders drop.,C'est le bon moment pour laisser tomber ces épaules.,现在是让这些肩膀放下的好时机。
DMS-450,en,"Sometimes when it's hard to keep up, it's a better use of your energy to pause instead.","Parfois, lorsqu'il est difficile de suivre le rythme, il est préférable d'utiliser son énergie pour faire une pause.",有时当你很难跟上时，暂停一下反而能更好地利用你的精力。
DMS-451,en,It's okay to go to bed early.,C'est normal d'aller se coucher tôt.,早点睡觉也没关系。
DMS-452,en,Restart a daily practice.,Recommencez une pratique quotidienne.,重新开始日常练习。
DMS-453,en,Just added some new resources for self care and remote work! https://selfcare.tech/,Je viens d'ajouter de nouvelles ressources pour le soin de soi et le travail à distance ! https://selfcare.tech/,刚刚添加了一些关于自我护理和远程工作的新资源！https://selfcare.tech/
DMS-454,en,"Build a blanket fort. Seriously. Oh, and do not bring your phone into it.","Construisez un fort en couvertures. Sérieusement. Oh, et n'apporte pas ton téléphone là-dedans.",建一个毯子堡垒。认真地。哦，不要把你的手机带入其中。
DMS-455,en,Try journaling if you’ve never tried it before. There are a lot of different ways to do it and lot of resources available to help you get started.,Essayez de tenir un journal si vous ne l'avez jamais fait auparavant. Il existe de nombreuses façons de le faire et de nombreuses ressources disponibles pour vous aider à vous lancer.,如果你以前没有尝试过，可以试试写日记。有很多不同的方法可以做，也有很多资源可以帮助你开始。
DMS-456,en,Be gentle with yourself. I love you!,Soyez doux avec vous-même. Je t'aime !,对自己温柔点。我爱你!
DMS-457,en,Drink more water. The benefits are endless.,Buvez plus d'eau. Les avantages sont infinis.,多喝水。其好处是无穷无尽的。
DMS-458,en,"Make yourself a nourishing meal. It doesn't have to be fancy or expensive, just tasty.","Préparez-vous un repas nourrissant. Il n'a pas besoin d'être sophistiqué ou cher, juste savoureux.",给自己做一顿有营养的饭。不一定要花哨或昂贵，只要好吃就行。
DMS-459,en,Remember that technology is a tool. Use it to help yourself.,N'oubliez pas que la technologie est un outil. Utilisez-la pour vous aider.,请记住，技术是一种工具。利用它来帮助自己。
DMS-460,en,Breathe.,Respirez.,呼吸。
DMS-461,en,Do something every day that is loving toward your body and gives you the opportunity to enjoy the sensations of your body. ~ Golda Poretsky,Faites chaque jour quelque chose qui soit aimant envers votre corps et qui vous donne l'occasion d'apprécier les sensations de votre corps. ~ Golda Poretsky,每天做一些对你的身体有爱的事情，让你有机会享受你身体的感觉。~ 戈尔达-波雷茨基
DMS-462,en,"At the end of the day remind yourself that you did the best you could today, and that is good enough. ~ Lori Deschene","À la fin de la journée, rappelez-vous que vous avez fait de votre mieux aujourd'hui, et que c'est suffisant. ~ Lori Deschene",在一天结束的时候，提醒自己，你今天已经尽力了，这就够了。~ 萝莉-德舍恩
DMS-463,en,Read a poem.,Lisez un poème.,读一首诗。
DMS-464,en,Take care of yourself so you can keep being awesome.,Prenez soin de vous pour pouvoir continuer à être génial.,照顾好自己，这样你就能继续做得很好。
DMS-465,en,"There are apps that will help you remember to rest, breathe, and drink water. Find the ones that work for you.","Il existe des applications qui vous aideront à vous rappeler de vous reposer, de respirer et de boire de l'eau. Trouvez celles qui vous conviennent.",有一些应用程序可以帮助你记住休息、呼吸和喝水。找到适合你的。
DMS-466,en,Pause. Take a sip of water.,Pause. Prenez une gorgée d'eau.,暂停一下。喝一口水。
DMS-467,en,"Try an old school crossword, find-a-word, or sudoku.","Essayez les mots croisés de la vieille école, les mots cachés ou les sudokus.",试试老式的填字游戏、找字游戏或数独游戏。
DMS-468,en,"If you want to journal, but don't know what to write about, here are 5 ideas to get you started. https://psychcentral.com/blog/5-ways-to-get-to-know-yourself-better/","Si vous voulez tenir un journal, mais que vous ne savez pas sur quoi écrire, voici 5 idées pour vous aider à démarrer. https://psychcentral.com/blog/5-ways-to-get-to-know-yourself-better/",如果你想写日记，但不知道写什么，这里有5个想法可以让你开始。https://psychcentral.com/blog/5-ways-to-get-to-know-yourself-better/
DMS-469,en,Be kind to yourself.,Soyez gentil avec vous-même.,对自己好一点。
DMS-470,en,"Next time you have a snack, eat something nourishing.","La prochaine fois que vous prendrez une collation, mangez quelque chose de nourrissant.",下次吃零食时，吃些有营养的东西。
DMS-471,en,Pause. What's the weather like? Don't use an app to find out.,Pause. Quel temps fait-il ? N'utilisez pas une application pour le savoir.,暂停一下。天气是什么样的？不要使用一个应用程序来查找。
DMS-472,en,"In dealing with those who are undergoing great suffering, if you feel burnout setting in, if you feel demoralized and exhausted, it is best, for the sake of everyone, to withdraw and restore yourself. The point is to have a long-term perspective. ~ Dalai Lama","Face à des personnes en grande souffrance, si vous sentez l'épuisement s'installer, si vous vous sentez démoralisé et épuisé, il est préférable, pour le bien de tous, de vous retirer et de vous restaurer. Il s'agit d'avoir une perspective à long terme. ~ Dalai Lama",在与那些正在经历巨大痛苦的人打交道时，如果你感到倦怠，如果你感到士气低落和筋疲力尽，为了大家的利益，最好是撤退并恢复自己。关键是要有一个长期的视角。~ 达赖喇嘛
DMS-473,en,"Small actions, even on tasks you'd rather avoid, make them easier to accomplish.","De petites actions, même sur des tâches que vous préféreriez éviter, les rendent plus faciles à accomplir.",小的行动，即使是在你宁愿避免的任务上，也会使它们更容易完成。
DMS-474,en,Is your glass or bottle full? Take a sip.,Votre verre ou votre bouteille est-il plein ? Prenez une gorgée.,你的杯子或瓶子满了吗？喝一口吧。
DMS-475,en,Do you have a glass of water nearby? Time for a sip!,Avez-vous un verre d'eau à proximité ? Il est temps d'en boire une gorgée !,你附近有水杯吗？是时候喝上一口了!
DMS-476,en,"When you eat something, try to make it nourishing.","Lorsque vous mangez quelque chose, essayez de le rendre nourrissant.",当你吃东西的时候，尽量让它有营养。
DMS-477,en,Listen to an audio book. There are lots of public domain ones here: https://librivox.org/,Écoutez un livre audio. Il y a beaucoup de livres du domaine public ici : https://librivox.org/,听一本有声书。这里有很多公共领域的书: https://librivox.org/
DMS-478,en,It's okay if you need to write down a checklist or put a reminder on your phone to make sure you do self care daily.,Ce n'est pas grave si vous devez établir une liste de contrôle ou mettre un rappel sur votre téléphone pour vous assurer que vous prenez soin de vous quotidiennement.,如果你需要写下一个清单或在手机上放一个提醒，以确保你每天做自我护理，那也没关系。
DMS-479,en,"Protect your schedule, including the empty time.","Protégez votre emploi du temps, y compris le temps vide.",保护你的时间表，包括空闲时间。
DMS-480,en,There is no normal life that is free of pain. It's the very wrestling with our problems that can be the impetus for our growth. ~ Mr. Rogers,Il n'y a pas de vie normale qui soit exempte de douleur. C'est la lutte même avec nos problèmes qui peut être l'élan de notre croissance. ~ M. Rogers,没有一种正常的生活是没有痛苦的。正是与我们的问题搏斗的过程，可以成为我们成长的动力。~ 罗杰斯先生
DMS-481,en,Write a note to yourself about something good you've done recently.,Écrivez une note à vous-même sur quelque chose de bien que vous avez fait récemment.,给自己写一张纸条，讲述你最近做的好事。
DMS-482,en,"If you're struggling with time management, learn about how others approach it. Here's some information that may help: https://socialwork.buffalo.edu/content/dam/socialwork/home/self-care-kit/exercises/time-management.pdf","Si vous avez du mal à gérer votre temps, découvrez comment les autres abordent la question. Voici quelques informations qui peuvent vous aider : https://socialwork.buffalo.edu/content/dam/socialwork/home/self-care-kit/exercises/time-management.pdf",如果你在为时间管理而挣扎，了解其他人如何处理这个问题。以下是一些可能有帮助的信息： https://socialwork.buffalo.edu/content/dam/socialwork/home/self-care-kit/exercises/time-management.pdf
DMS-483,en,"Asking for help with small things is a great way to build up the confidence to ask for help with bigger things, too!",Demander de l'aide pour de petites choses est un excellent moyen d'acquérir la confiance nécessaire pour demander de l'aide pour de plus grandes choses aussi !,在小事情上寻求帮助是建立自信的好方法，在大事情上也可以寻求帮助。
DMS-484,en,"Self-care prevents burnout and reduces stress, that's why.","Prendre soin de soi prévient l'épuisement et réduit le stress, voilà pourquoi.",自我保健可以防止倦怠，减少压力，这就是原因。
DMS-485,en,Dance break!,Pause danse !,跳舞休息!
